"[-0.0013469538912640466, -0.01921683750632608, -0.025780285241894685, 0.002461403667912254, 0.03982670123598919]",[-0.04240933551304893]
"[-0.01921683750632608, -0.025780285241894685, 0.002461403667912254, 0.03982670123598919, -0.04240933551304893]",[0.006171008041646608]
"[-0.025780285241894685, 0.002461403667912254, 0.03982670123598919, -0.04240933551304893, 0.006171008041646608]",[0.036330188377245554]
"[0.002461403667912254, 0.03982670123598919, -0.04240933551304893, 0.006171008041646608, 0.036330188377245554]",[0.031037676069863407]
"[0.03982670123598919, -0.04240933551304893, 0.006171008041646608, 0.036330188377245554, 0.031037676069863407]",[-0.04104601989355905]
"[-0.04240933551304893, 0.006171008041646608, 0.036330188377245554, 0.031037676069863407, -0.04104601989355905]",[0.02602092797646738]
"[0.006171008041646608, 0.036330188377245554, 0.031037676069863407, -0.04104601989355905, 0.02602092797646738]",[0.028476804629182118]
"[0.036330188377245554, 0.031037676069863407, -0.04104601989355905, 0.02602092797646738, 0.028476804629182118]",[-0.041235397265922735]
"[0.031037676069863407, -0.04104601989355905, 0.02602092797646738, 0.028476804629182118, -0.041235397265922735]",[-0.01957273820150207]
"[-0.04104601989355905, 0.02602092797646738, 0.028476804629182118, -0.041235397265922735, -0.01957273820150207]",[-0.040746383333645775]
"[0.02602092797646738, 0.028476804629182118, -0.041235397265922735, -0.01957273820150207, -0.040746383333645775]",[-0.0258832157016462]
"[0.028476804629182118, -0.041235397265922735, -0.01957273820150207, -0.040746383333645775, -0.0258832157016462]",[0.01454428793276108]
"[-0.041235397265922735, -0.01957273820150207, -0.040746383333645775, -0.0258832157016462, 0.01454428793276108]",[-0.02316928887872527]
"[-0.01957273820150207, -0.040746383333645775, -0.0258832157016462, 0.01454428793276108, -0.02316928887872527]",[-0.01727182581083042]
"[-0.040746383333645775, -0.0258832157016462, 0.01454428793276108, -0.02316928887872527, -0.01727182581083042]",[-0.020620374432991473]
"[-0.0258832157016462, 0.01454428793276108, -0.02316928887872527, -0.01727182581083042, -0.020620374432991473]",[-0.03523288136790648]
"[0.01454428793276108, -0.02316928887872527, -0.01727182581083042, -0.020620374432991473, -0.03523288136790648]",[0.03920271585186885]
"[-0.02316928887872527, -0.01727182581083042, -0.020620374432991473, -0.03523288136790648, 0.03920271585186885]",[0.042183483373983144]
"[-0.01727182581083042, -0.020620374432991473, -0.03523288136790648, 0.03920271585186885, 0.042183483373983144]",[-0.0496633166559759]
"[-0.020620374432991473, -0.03523288136790648, 0.03920271585186885, 0.042183483373983144, -0.0496633166559759]",[0.00918611447552653]
"[-0.03523288136790648, 0.03920271585186885, 0.042183483373983144, -0.0496633166559759, 0.00918611447552653]",[-0.025000391476999728]
"[0.03920271585186885, 0.042183483373983144, -0.0496633166559759, 0.00918611447552653, -0.025000391476999728]",[-0.0200813995243857]
"[0.042183483373983144, -0.0496633166559759, 0.00918611447552653, -0.025000391476999728, -0.0200813995243857]",[0.016885785731224345]
"[-0.0496633166559759, 0.00918611447552653, -0.025000391476999728, -0.0200813995243857, 0.016885785731224345]",[-0.019491949858074342]
"[0.00918611447552653, -0.025000391476999728, -0.0200813995243857, 0.016885785731224345, -0.019491949858074342]",[0.04283993937837116]
"[-0.025000391476999728, -0.0200813995243857, 0.016885785731224345, -0.019491949858074342, 0.04283993937837116]",[0.048195315751079715]
"[-0.0200813995243857, 0.016885785731224345, -0.019491949858074342, 0.04283993937837116, 0.048195315751079715]",[-0.03604747738675618]
"[0.016885785731224345, -0.019491949858074342, 0.04283993937837116, 0.048195315751079715, -0.03604747738675618]",[-0.035426972937048995]
"[-0.019491949858074342, 0.04283993937837116, 0.048195315751079715, -0.03604747738675618, -0.035426972937048995]",[-0.020973642246326252]
"[0.04283993937837116, 0.048195315751079715, -0.03604747738675618, -0.035426972937048995, -0.020973642246326252]",[0.04107346775165355]
"[0.048195315751079715, -0.03604747738675618, -0.035426972937048995, -0.020973642246326252, 0.04107346775165355]",[0.03818471141676438]
"[-0.03604747738675618, -0.035426972937048995, -0.020973642246326252, 0.04107346775165355, 0.03818471141676438]",[-0.00010085460468944873]
"[-0.035426972937048995, -0.020973642246326252, 0.04107346775165355, 0.03818471141676438, -0.00010085460468944873]",[0.045619531186254836]
"[-0.020973642246326252, 0.04107346775165355, 0.03818471141676438, -0.00010085460468944873, 0.045619531186254836]",[0.037170656212067055]
"[0.04107346775165355, 0.03818471141676438, -0.00010085460468944873, 0.045619531186254836, 0.037170656212067055]",[-0.04196447209899834]
"[0.03818471141676438, -0.00010085460468944873, 0.045619531186254836, 0.037170656212067055, -0.04196447209899834]",[-0.0033769688103411077]
"[-0.00010085460468944873, 0.045619531186254836, 0.037170656212067055, -0.04196447209899834, -0.0033769688103411077]",[-0.025622577098934785]
"[0.045619531186254836, 0.037170656212067055, -0.04196447209899834, -0.0033769688103411077, -0.025622577098934785]",[0.03858296023804808]
"[0.037170656212067055, -0.04196447209899834, -0.0033769688103411077, -0.025622577098934785, 0.03858296023804808]",[0.009682340903440556]
"[-0.04196447209899834, -0.0033769688103411077, -0.025622577098934785, 0.03858296023804808, 0.009682340903440556]",[0.046754239357266414]
"[-0.0033769688103411077, -0.025622577098934785, 0.03858296023804808, 0.009682340903440556, 0.046754239357266414]",[0.048163192502340024]
"[-0.025622577098934785, 0.03858296023804808, 0.009682340903440556, 0.046754239357266414, 0.048163192502340024]",[-0.03195906737154397]
"[0.03858296023804808, 0.009682340903440556, 0.046754239357266414, 0.048163192502340024, -0.03195906737154397]",[0.02202263189701892]
"[0.009682340903440556, 0.046754239357266414, 0.048163192502340024, -0.03195906737154397, 0.02202263189701892]",[0.04035541147421484]
"[0.046754239357266414, 0.048163192502340024, -0.03195906737154397, 0.02202263189701892, 0.04035541147421484]",[0.023642076293228786]
"[0.048163192502340024, -0.03195906737154397, 0.02202263189701892, 0.04035541147421484, 0.023642076293228786]",[-0.0010614552867361793]
"[-0.03195906737154397, 0.02202263189701892, 0.04035541147421484, 0.023642076293228786, -0.0010614552867361793]",[-0.01619220480978001]
"[0.02202263189701892, 0.04035541147421484, 0.023642076293228786, -0.0010614552867361793, -0.01619220480978001]",[0.02883713652386599]
"[0.04035541147421484, 0.023642076293228786, -0.0010614552867361793, -0.01619220480978001, 0.02883713652386599]",[-0.03474871420823411]
"[0.023642076293228786, -0.0010614552867361793, -0.01619220480978001, 0.02883713652386599, -0.03474871420823411]",[0.027969081928989503]
"[-0.0010614552867361793, -0.01619220480978001, 0.02883713652386599, -0.03474871420823411, 0.027969081928989503]",[-0.04902607866958064]
"[-0.01619220480978001, 0.02883713652386599, -0.03474871420823411, 0.027969081928989503, -0.04902607866958064]",[-0.004748672430454848]
"[0.02883713652386599, -0.03474871420823411, 0.027969081928989503, -0.04902607866958064, -0.004748672430454848]",[-0.018948922865816842]
"[-0.03474871420823411, 0.027969081928989503, -0.04902607866958064, -0.004748672430454848, -0.018948922865816842]",[-0.006575286418108561]
"[0.027969081928989503, -0.04902607866958064, -0.004748672430454848, -0.018948922865816842, -0.006575286418108561]",[0.0016145813749743887]
"[-0.04902607866958064, -0.004748672430454848, -0.018948922865816842, -0.006575286418108561, 0.0016145813749743887]",[3.610538886644754e-05]
"[-0.004748672430454848, -0.018948922865816842, -0.006575286418108561, 0.0016145813749743887, 3.610538886644754e-05]",[-0.03444352645565407]
"[-0.018948922865816842, -0.006575286418108561, 0.0016145813749743887, 3.610538886644754e-05, -0.03444352645565407]",[-0.03353193327723736]
"[-0.006575286418108561, 0.0016145813749743887, 3.610538886644754e-05, -0.03444352645565407, -0.03353193327723736]",[-0.0007196698105488286]
"[0.0016145813749743887, 3.610538886644754e-05, -0.03444352645565407, -0.03353193327723736, -0.0007196698105488286]",[0.00811584894703743]
"[3.610538886644754e-05, -0.03444352645565407, -0.03353193327723736, -0.0007196698105488286, 0.00811584894703743]",[-0.007795513229345907]
"[-0.03444352645565407, -0.03353193327723736, -0.0007196698105488286, 0.00811584894703743, -0.007795513229345907]",[0.004416200378718482]
"[-0.03353193327723736, -0.0007196698105488286, 0.00811584894703743, -0.007795513229345907, 0.004416200378718482]",[-0.025946052181103796]
"[-0.0007196698105488286, 0.00811584894703743, -0.007795513229345907, 0.004416200378718482, -0.025946052181103796]",[0.0077314373930694735]
"[0.00811584894703743, -0.007795513229345907, 0.004416200378718482, -0.025946052181103796, 0.0077314373930694735]",[0.005661631497560382]
"[-0.007795513229345907, 0.004416200378718482, -0.025946052181103796, 0.0077314373930694735, 0.005661631497560382]",[0.017181173438918895]
"[0.004416200378718482, -0.025946052181103796, 0.0077314373930694735, 0.005661631497560382, 0.017181173438918895]",[-0.001143750201989091]
"[-0.025946052181103796, 0.0077314373930694735, 0.005661631497560382, 0.017181173438918895, -0.001143750201989091]",[0.010945684645859544]
"[0.0077314373930694735, 0.005661631497560382, 0.017181173438918895, -0.001143750201989091, 0.010945684645859544]",[0.0012063348376289973]
"[0.005661631497560382, 0.017181173438918895, -0.001143750201989091, 0.010945684645859544, 0.0012063348376289973]",[0.002120999977575533]
"[0.017181173438918895, -0.001143750201989091, 0.010945684645859544, 0.0012063348376289973, 0.002120999977575533]",[0.028467930800587737]
"[-0.001143750201989091, 0.010945684645859544, 0.0012063348376289973, 0.002120999977575533, 0.028467930800587737]",[-0.006705556542480173]
"[0.010945684645859544, 0.0012063348376289973, 0.002120999977575533, 0.028467930800587737, -0.006705556542480173]",[-0.0062254084982513724]
"[0.0012063348376289973, 0.002120999977575533, 0.028467930800587737, -0.006705556542480173, -0.0062254084982513724]",[0.011824069295267137]
"[0.002120999977575533, 0.028467930800587737, -0.006705556542480173, -0.0062254084982513724, 0.011824069295267137]",[0.005344179428474316]
"[0.028467930800587737, -0.006705556542480173, -0.0062254084982513724, 0.011824069295267137, 0.005344179428474316]",[0.024696831891769744]
"[-0.006705556542480173, -0.0062254084982513724, 0.011824069295267137, 0.005344179428474316, 0.024696831891769744]",[0.04894320576977296]
"[-0.0062254084982513724, 0.011824069295267137, 0.005344179428474316, 0.024696831891769744, 0.04894320576977296]",[-0.004456012513489038]
"[0.011824069295267137, 0.005344179428474316, 0.024696831891769744, 0.04894320576977296, -0.004456012513489038]",[0.03513026146722309]
"[0.005344179428474316, 0.024696831891769744, 0.04894320576977296, -0.004456012513489038, 0.03513026146722309]",[0.037901327488211844]
"[0.024696831891769744, 0.04894320576977296, -0.004456012513489038, 0.03513026146722309, 0.037901327488211844]",[-0.032743973672827]
"[0.04894320576977296, -0.004456012513489038, 0.03513026146722309, 0.037901327488211844, -0.032743973672827]",[-0.02796281913859655]
"[-0.004456012513489038, 0.03513026146722309, 0.037901327488211844, -0.032743973672827, -0.02796281913859655]",[-0.03032899598313732]
"[0.03513026146722309, 0.037901327488211844, -0.032743973672827, -0.02796281913859655, -0.03032899598313732]",[0.0346442936669662]
"[0.037901327488211844, -0.032743973672827, -0.02796281913859655, -0.03032899598313732, 0.0346442936669662]",[-0.03711200323140207]
"[-0.032743973672827, -0.02796281913859655, -0.03032899598313732, 0.0346442936669662, -0.03711200323140207]",[-0.018325881690975043]
"[-0.02796281913859655, -0.03032899598313732, 0.0346442936669662, -0.03711200323140207, -0.018325881690975043]",[-0.022965972694995562]
"[-0.03032899598313732, 0.0346442936669662, -0.03711200323140207, -0.018325881690975043, -0.022965972694995562]",[-0.04853986612727623]
"[0.0346442936669662, -0.03711200323140207, -0.018325881690975043, -0.022965972694995562, -0.04853986612727623]",[-0.001307332903325964]
"[-0.03711200323140207, -0.018325881690975043, -0.022965972694995562, -0.04853986612727623, -0.001307332903325964]",[0.024449545914818405]
"[-0.018325881690975043, -0.022965972694995562, -0.04853986612727623, -0.001307332903325964, 0.024449545914818405]",[-0.0013645631833525407]
"[-0.022965972694995562, -0.04853986612727623, -0.001307332903325964, 0.024449545914818405, -0.0013645631833525407]",[0.037842376887387896]
"[-0.04853986612727623, -0.001307332903325964, 0.024449545914818405, -0.0013645631833525407, 0.037842376887387896]",[-0.003798560725054023]
"[-0.001307332903325964, 0.024449545914818405, -0.0013645631833525407, 0.037842376887387896, -0.003798560725054023]",[-0.01968305508316659]
"[0.024449545914818405, -0.0013645631833525407, 0.037842376887387896, -0.003798560725054023, -0.01968305508316659]",[-0.04643377916959013]
"[-0.0013645631833525407, 0.037842376887387896, -0.003798560725054023, -0.01968305508316659, -0.04643377916959013]",[-0.013004417860134398]
"[0.037842376887387896, -0.003798560725054023, -0.01968305508316659, -0.04643377916959013, -0.013004417860134398]",[-0.042400313295495984]
"[-0.003798560725054023, -0.01968305508316659, -0.04643377916959013, -0.013004417860134398, -0.042400313295495984]",[0.017726863825530792]
"[-0.01968305508316659, -0.04643377916959013, -0.013004417860134398, -0.042400313295495984, 0.017726863825530792]",[0.025480292338368127]
"[-0.04643377916959013, -0.013004417860134398, -0.042400313295495984, 0.017726863825530792, 0.025480292338368127]",[0.03159771834222447]
"[-0.013004417860134398, -0.042400313295495984, 0.017726863825530792, 0.025480292338368127, 0.03159771834222447]",[0.029568709568603024]
"[-0.042400313295495984, 0.017726863825530792, 0.025480292338368127, 0.03159771834222447, 0.029568709568603024]",[-0.035248149976672694]
"[0.017726863825530792, 0.025480292338368127, 0.03159771834222447, 0.029568709568603024, -0.035248149976672694]",[-0.000591444721249168]
"[0.025480292338368127, 0.03159771834222447, 0.029568709568603024, -0.035248149976672694, -0.000591444721249168]",[-0.026450732480873596]
"[0.03159771834222447, 0.029568709568603024, -0.035248149976672694, -0.000591444721249168, -0.026450732480873596]",[-0.03349091443108676]
"[0.029568709568603024, -0.035248149976672694, -0.000591444721249168, -0.026450732480873596, -0.03349091443108676]",[-0.00730058701310321]
"[-0.035248149976672694, -0.000591444721249168, -0.026450732480873596, -0.03349091443108676, -0.00730058701310321]",[0.04256386618378638]
"[-0.000591444721249168, -0.026450732480873596, -0.03349091443108676, -0.00730058701310321, 0.04256386618378638]",[-0.0401420111437254]
"[-0.026450732480873596, -0.03349091443108676, -0.00730058701310321, 0.04256386618378638, -0.0401420111437254]",[-0.0005989439240291494]
"[-0.03349091443108676, -0.00730058701310321, 0.04256386618378638, -0.0401420111437254, -0.0005989439240291494]",[0.018865608693801716]
"[-0.00730058701310321, 0.04256386618378638, -0.0401420111437254, -0.0005989439240291494, 0.018865608693801716]",[0.029403202963540043]
"[0.04256386618378638, -0.0401420111437254, -0.0005989439240291494, 0.018865608693801716, 0.029403202963540043]",[0.0473148228508371]
"[-0.0401420111437254, -0.0005989439240291494, 0.018865608693801716, 0.029403202963540043, 0.0473148228508371]",[0.04358110205515753]
"[-0.0005989439240291494, 0.018865608693801716, 0.029403202963540043, 0.0473148228508371, 0.04358110205515753]",[0.019557892157250567]
"[0.018865608693801716, 0.029403202963540043, 0.0473148228508371, 0.04358110205515753, 0.019557892157250567]",[0.04130986898608757]
"[0.029403202963540043, 0.0473148228508371, 0.04358110205515753, 0.019557892157250567, 0.04130986898608757]",[-0.0071034566130045995]
"[0.0473148228508371, 0.04358110205515753, 0.019557892157250567, 0.04130986898608757, -0.0071034566130045995]",[-0.04799834117936541]
"[0.04358110205515753, 0.019557892157250567, 0.04130986898608757, -0.0071034566130045995, -0.04799834117936541]",[-0.045556747880411974]
"[0.019557892157250567, 0.04130986898608757, -0.0071034566130045995, -0.04799834117936541, -0.045556747880411974]",[0.012376672145112622]
"[0.04130986898608757, -0.0071034566130045995, -0.04799834117936541, -0.045556747880411974, 0.012376672145112622]",[0.010587257318142917]
"[-0.0071034566130045995, -0.04799834117936541, -0.045556747880411974, 0.012376672145112622, 0.010587257318142917]",[0.04301433797966259]
"[-0.04799834117936541, -0.045556747880411974, 0.012376672145112622, 0.010587257318142917, 0.04301433797966259]",[0.031839905548084246]
"[-0.045556747880411974, 0.012376672145112622, 0.010587257318142917, 0.04301433797966259, 0.031839905548084246]",[-0.026347242580991637]
"[0.012376672145112622, 0.010587257318142917, 0.04301433797966259, 0.031839905548084246, -0.026347242580991637]",[-0.034790344097169634]
"[0.010587257318142917, 0.04301433797966259, 0.031839905548084246, -0.026347242580991637, -0.034790344097169634]",[0.022014275852582976]
"[0.04301433797966259, 0.031839905548084246, -0.026347242580991637, -0.034790344097169634, 0.022014275852582976]",[-0.038204431195850264]
"[0.031839905548084246, -0.026347242580991637, -0.034790344097169634, 0.022014275852582976, -0.038204431195850264]",[0.040889355715812536]
"[-0.026347242580991637, -0.034790344097169634, 0.022014275852582976, -0.038204431195850264, 0.040889355715812536]",[0.02321575050567337]
"[-0.034790344097169634, 0.022014275852582976, -0.038204431195850264, 0.040889355715812536, 0.02321575050567337]",[0.005157762572055802]
"[0.022014275852582976, -0.038204431195850264, 0.040889355715812536, 0.02321575050567337, 0.005157762572055802]",[0.014846490847753024]
"[-0.038204431195850264, 0.040889355715812536, 0.02321575050567337, 0.005157762572055802, 0.014846490847753024]",[-0.02408078605196151]
"[0.040889355715812536, 0.02321575050567337, 0.005157762572055802, 0.014846490847753024, -0.02408078605196151]",[-0.020120457725812835]
"[0.02321575050567337, 0.005157762572055802, 0.014846490847753024, -0.02408078605196151, -0.020120457725812835]",[0.018510511870017954]
"[0.005157762572055802, 0.014846490847753024, -0.02408078605196151, -0.020120457725812835, 0.018510511870017954]",[-0.017127006907780018]
"[0.014846490847753024, -0.02408078605196151, -0.020120457725812835, 0.018510511870017954, -0.017127006907780018]",[-0.02990950800309744]
"[-0.02408078605196151, -0.020120457725812835, 0.018510511870017954, -0.017127006907780018, -0.02990950800309744]",[-0.0025629588827391636]
"[-0.020120457725812835, 0.018510511870017954, -0.017127006907780018, -0.02990950800309744, -0.0025629588827391636]",[0.04855910745749337]
"[0.018510511870017954, -0.017127006907780018, -0.02990950800309744, -0.0025629588827391636, 0.04855910745749337]",[-0.005706257463468423]
"[-0.017127006907780018, -0.02990950800309744, -0.0025629588827391636, 0.04855910745749337, -0.005706257463468423]",[-0.020075315668303673]
"[-0.02990950800309744, -0.0025629588827391636, 0.04855910745749337, -0.005706257463468423, -0.020075315668303673]",[-0.012215232638284945]
"[-0.0025629588827391636, 0.04855910745749337, -0.005706257463468423, -0.020075315668303673, -0.012215232638284945]",[0.044260414211066745]
"[0.04855910745749337, -0.005706257463468423, -0.020075315668303673, -0.012215232638284945, 0.044260414211066745]",[0.005001922372115164]
"[-0.005706257463468423, -0.020075315668303673, -0.012215232638284945, 0.044260414211066745, 0.005001922372115164]",[0.0090919874117934]
"[-0.020075315668303673, -0.012215232638284945, 0.044260414211066745, 0.005001922372115164, 0.0090919874117934]",[-0.017275503349316268]
"[-0.012215232638284945, 0.044260414211066745, 0.005001922372115164, 0.0090919874117934, -0.017275503349316268]",[0.021198342962985395]
"[0.044260414211066745, 0.005001922372115164, 0.0090919874117934, -0.017275503349316268, 0.021198342962985395]",[-0.011803206338778516]
"[0.005001922372115164, 0.0090919874117934, -0.017275503349316268, 0.021198342962985395, -0.011803206338778516]",[0.0129674751446065]
"[0.0090919874117934, -0.017275503349316268, 0.021198342962985395, -0.011803206338778516, 0.0129674751446065]",[0.0033137482877449997]
"[-0.017275503349316268, 0.021198342962985395, -0.011803206338778516, 0.0129674751446065, 0.0033137482877449997]",[-0.014031146295737429]
"[0.021198342962985395, -0.011803206338778516, 0.0129674751446065, 0.0033137482877449997, -0.014031146295737429]",[0.002537033638146724]
"[-0.011803206338778516, 0.0129674751446065, 0.0033137482877449997, -0.014031146295737429, 0.002537033638146724]",[-0.04368585535379155]
"[0.0129674751446065, 0.0033137482877449997, -0.014031146295737429, 0.002537033638146724, -0.04368585535379155]",[0.010508549381602394]
"[0.0033137482877449997, -0.014031146295737429, 0.002537033638146724, -0.04368585535379155, 0.010508549381602394]",[0.04924444390083571]
"[-0.014031146295737429, 0.002537033638146724, -0.04368585535379155, 0.010508549381602394, 0.04924444390083571]",[-0.03259414027340202]
"[0.002537033638146724, -0.04368585535379155, 0.010508549381602394, 0.04924444390083571, -0.03259414027340202]",[0.007154402183386033]
"[-0.04368585535379155, 0.010508549381602394, 0.04924444390083571, -0.03259414027340202, 0.007154402183386033]",[0.03316759050193774]
"[0.010508549381602394, 0.04924444390083571, -0.03259414027340202, 0.007154402183386033, 0.03316759050193774]",[-0.007060089323110752]
"[0.04924444390083571, -0.03259414027340202, 0.007154402183386033, 0.03316759050193774, -0.007060089323110752]",[-0.029096863157914488]
"[-0.03259414027340202, 0.007154402183386033, 0.03316759050193774, -0.007060089323110752, -0.029096863157914488]",[0.04512231339201822]
"[0.007154402183386033, 0.03316759050193774, -0.007060089323110752, -0.029096863157914488, 0.04512231339201822]",[0.041698056989839305]
"[0.03316759050193774, -0.007060089323110752, -0.029096863157914488, 0.04512231339201822, 0.041698056989839305]",[0.02019817625271414]
"[-0.007060089323110752, -0.029096863157914488, 0.04512231339201822, 0.041698056989839305, 0.02019817625271414]",[0.014691257269552782]
"[-0.029096863157914488, 0.04512231339201822, 0.041698056989839305, 0.02019817625271414, 0.014691257269552782]",[-0.03477924126528298]
"[0.04512231339201822, 0.041698056989839305, 0.02019817625271414, 0.014691257269552782, -0.03477924126528298]",[-0.044637498683386956]
"[0.041698056989839305, 0.02019817625271414, 0.014691257269552782, -0.03477924126528298, -0.044637498683386956]",[-0.008751721767965903]
"[0.02019817625271414, 0.014691257269552782, -0.03477924126528298, -0.044637498683386956, -0.008751721767965903]",[-0.02619995688351895]
"[0.014691257269552782, -0.03477924126528298, -0.044637498683386956, -0.008751721767965903, -0.02619995688351895]",[-0.042826487299442384]
"[-0.03477924126528298, -0.044637498683386956, -0.008751721767965903, -0.02619995688351895, -0.042826487299442384]",[-0.003614221705530718]
"[-0.044637498683386956, -0.008751721767965903, -0.02619995688351895, -0.042826487299442384, -0.003614221705530718]",[0.01764672301869563]
"[-0.008751721767965903, -0.02619995688351895, -0.042826487299442384, -0.003614221705530718, 0.01764672301869563]",[0.014674417203446755]
"[-0.02619995688351895, -0.042826487299442384, -0.003614221705530718, 0.01764672301869563, 0.014674417203446755]",[-0.0034018196449294713]
"[-0.042826487299442384, -0.003614221705530718, 0.01764672301869563, 0.014674417203446755, -0.0034018196449294713]",[0.04445991525318149]
"[-0.003614221705530718, 0.01764672301869563, 0.014674417203446755, -0.0034018196449294713, 0.04445991525318149]",[-0.04066293221587214]
"[0.01764672301869563, 0.014674417203446755, -0.0034018196449294713, 0.04445991525318149, -0.04066293221587214]",[0.0031587318549568533]
"[0.014674417203446755, -0.0034018196449294713, 0.04445991525318149, -0.04066293221587214, 0.0031587318549568533]",[-0.03655099660789696]
"[-0.0034018196449294713, 0.04445991525318149, -0.04066293221587214, 0.0031587318549568533, -0.03655099660789696]",[0.01566251869857127]
"[0.04445991525318149, -0.04066293221587214, 0.0031587318549568533, -0.03655099660789696, 0.01566251869857127]",[-0.042560832875034205]
"[-0.04066293221587214, 0.0031587318549568533, -0.03655099660789696, 0.01566251869857127, -0.042560832875034205]",[-0.04382867443942162]
"[0.0031587318549568533, -0.03655099660789696, 0.01566251869857127, -0.042560832875034205, -0.04382867443942162]",[0.03455304857902952]
"[-0.03655099660789696, 0.01566251869857127, -0.042560832875034205, -0.04382867443942162, 0.03455304857902952]",[0.03255131952843571]
"[0.01566251869857127, -0.042560832875034205, -0.04382867443942162, 0.03455304857902952, 0.03255131952843571]",[-0.0076398752956391425]
"[-0.042560832875034205, -0.04382867443942162, 0.03455304857902952, 0.03255131952843571, -0.0076398752956391425]",[0.04921469256419697]
"[-0.04382867443942162, 0.03455304857902952, 0.03255131952843571, -0.0076398752956391425, 0.04921469256419697]",[0.013288264916947012]
"[0.03455304857902952, 0.03255131952843571, -0.0076398752956391425, 0.04921469256419697, 0.013288264916947012]",[0.012014424392366552]
"[0.03255131952843571, -0.0076398752956391425, 0.04921469256419697, 0.013288264916947012, 0.012014424392366552]",[0.024472920361577444]
"[-0.0076398752956391425, 0.04921469256419697, 0.013288264916947012, 0.012014424392366552, 0.024472920361577444]",[0.03561219965715412]
"[0.04921469256419697, 0.013288264916947012, 0.012014424392366552, 0.024472920361577444, 0.03561219965715412]",[-0.015266896300317079]
